Movie, Genre, Actor,Actor2,Actor3
Independence Daysaster,Action,Tom Everett Scott,Chris Cleveland,Circus-Szalewski
Dysfunctional Friends,Comedy,Christian Keyes,Eugenio Derbez,Kate del Castillo
Run Lola Run,Crime,Moritz Bleibtreu,Gordon Jump,John Randolph
May,Drama,James Duval,Sissy Spacek,Karen Allen
Against the Wild,Adventure,Natasha Henstridge,Chad Lindberg,Daniel Franzese
Living Dark: The Story of Ted the Caver,Horror,Matthew Alan,Illeana Douglas,Jeremy Northam
Under the Same Moon,Adventure,America Ferrera,Natalie Press,Dean Andrews
Conquest of the Planet of the Apes,Action,Roddy McDowall,Nimrat Kaur,Lillete Dubey
In the Bedroom,Crime,Tom Wilkinson,Joan Allen,Stephanie Leonidas
I Spit on Your Grave,Horror,Sarah Butler,Ann Miller,Lionel Barrymore
"Happy, TexasÂ ",Comedy,Ally Walker,Donna Reed,Deborah Kerr
My Summer of Love,Drama,Paddy Considine,Ben Johnson,Victor McLaglen
The Lunchbox,Drama,Nawazuddin Siddiqui,Michael Welch,Anthony Reynolds
Yes,Drama,Shirley Henderson,Clifton Powell,Marla Gibbs
You Can't Take It with You,Comedy,Jean Arthur,Lamman Rucker,Tempestt Bledsoe
From Here to Eternity,Drama,Montgomery Clift,Adel Karam,Nadine Labaki
She Wore a Yellow Ribbon,Western,Harry Carey Jr.,Pixie Davies,Alejandro Furth
Grace Unplugged,Drama,Shawnee Smith,Lior Ashkenazi,Yousef 'Joe' Sweid
Foolish,Comedy,Eddie Griffin,Teri Garr,Cindy Williams
N-Secure,Crime,Essence Atkins,Revathy,Bhoomika Chawla
Caramel,Comedy,Yasmine Al Massri,Jean-Paul Belmondo,Michel Bouquet
Out of the Dark,Horror,Stephen Rea,Marisa Coughlan,Nicky Katt
The Bubble,Comedy,Ohad Knoller,Gage Golightly,Samuel Davis
The Conversation,Drama,Harrison Ford,Kevin Zegers,Mekhi Phifer
Dil Jo Bhi Kahey...,Romance,Annabelle Wallis,Cheryl Hines,Eddie Jemison
Mississippi Mermaid,Crime,Catherine Deneuve,Donald Gibb,Ken Siu
I Love Your Work,Drama,Judy Greer,Jean Arthur,Thomas Mitchell
Cabin Fever,Horror,Dustin Ingram,Leo Fitzpatrick,Justin Pierce
Dawn of the Dead,Action,Ty Burrell,Elizabeth Meriwether,Owen Kline
Waitress,Comedy,Lew Temple,Jennifer Westfeldt,Brian Stepanek
Bloodsport,Action,Bolo Yeung,Ni Yan,Dahong Ni
Mr. Smith Goes to Washington,Comedy,Claude Rains,T.J. Storm,Sam Medina
Kids,Drama,Rosario Dawson,Rhonda Fleming,Leo G. Carroll
The Squid and the Whale,Comedy,William Baldwin,Mia Kirshner,Sarah Polley
Kissing Jessica Stein,Comedy,Scott Cohen,Vincent Gallo,Jan-Michael Vincent
"A Woman, a Gun and a Noodle ShopÂ ",Comedy,Honglei Sun,Barbara Hershey,Philip Friedman
Kickboxer: Vengeance,Action,Matthew Ziff,Tracey Walter,Miguel Sandoval
Spellbound,Film-Noir,Norman Lloyd,GastÃ_n Pauls,Leticia BrÃ©dice
Exotica,Drama,Bruce Greenwood,Yuval Diskin,Yaakov Peri
Buffalo '66,Comedy,Anjelica Huston,Susanna Thompson,Ryan McDonald
Insidious,Fantasy,Lin Shaye,Alia Shawkat,Scott Porter
Repo Man,Comedy,Del Zamora,Salvator Xuereb,Jean-Hugues Anglade
Nine Queens,Crime,Ricardo DarÃ_n,Theresa Russell,Summer Phoenix
The Gatekeepers,Documentary,Ami Ayalon,Connor Paolo,Tom Noonan
The Ballad of Jack and Rose,Drama,Beau Bridges,Lisa Brave,Malone Thomas
The To Do List,Comedy,Donald Glover,Brendan Sexton III,Larry Fessenden
Killing Zoe,Crime,Eric Stoltz,Jeff Garlin,Joey Slotnick
The Believer,Drama,Ryan Gosling,Nia Long,Evan Ross
Snow Angels,Drama,Michael Angarano,Kane Hodder,Joel Murray
Unsullied,Action,Ward G. Smith,Stanley Blystone,Fred Malatesta
Session 9,Horror,Paul Guilfoyle,Aidan Quinn,Bonnie Hunt
I Want Someone to Eat Cheese With,Comedy,Jessy Schram,Dan Hicks,Timothy Patrick Quill
Mooz-Lum,Drama,Dorian Missick,Monica Calhoun,Garrett Morris
Hatchet,Comedy,Joel David Moore,Jim O'Heir,David Alan Grier
Modern Times,Comedy,Paulette Goddard,Jenny O'Hara,Darren E. Burrows
Stolen Summer,Drama,Brian Dennehy,John Arcilla,Ronnie Lazaro
My Name Is Bruce,Comedy,Ted Raimi,Georgina Reilly,Boyd Banks
The Salon,Comedy,Vivica A. Fox,Joey Lauren Adams,Matthew Lawrence
Road Hard,Comedy,Jay Mohr,Jaime Zevallos,Michael Elian
Forty Shades of Blue,Drama,Rip Torn,Dee Wallace,Michael Berryman
Amigo,Drama,Brian Lee Franklin,Bruce Hopkins,Cameron Rhodes
Pontypool,Fantasy,Stephen McHattie,Jon Hunter,Matt Hunter
Trucker,Drama,Jimmy Bennett,Sarah Lind,Kyla Wise
Me You and Five Bucks,Comedy,Angela Sarafyan,Michael Rapaport,Paul Sorvino
The Lords of Salem,Drama,Sid Haig,Joe Armstrong,Martin Hancock
Housebound,Comedy,Morgana O'Reilly,Amber Marshall,John DeSantis
Wal-Mart: The High Cost of Low Price,Documentary,Lee Scott,Jake Busey,Tim Guinee
Fetching Cody,Drama,Nicole MuÃ±oz,Johnny Messner,Michael ParÃ©
Once Upon a Time in Queens,Comedy,Chazz Palminteri,Robert Duvall,David Oyelowo
Closer to the Moon,Comedy,Monica Barladeanu,Balthazar Getty,Lydia Hearst
Mutant World,Sci-Fi,Ashanti,Glen Powell,Kiowa Gordon
Growing Up Smith,Comedy,Brighton Sharbino,Billy Gilbert,Lucille La Verne
Checkmate,Action,Katrina Law,Mercedes MorÃ¡n,MarÃ_a Alche
Jack Reacher,Action,Tom Cruise,Woody Strode,Honor Blackman
#Horror,Drama,Timothy Hutton,Gabriel Beristain,John Bailey
Wind Walkers,Action,Rudy Youngblood,Christina Moore,Cullen Douglas
Snow White and the Seven Dwarfs,Animation,Adriana Caselotti,Adam DiMarco,Chasty Ballesteros
The Holy Girl,Drama,MÃ_a Maestro,LÃ©a Drucker,Laurent Poitrenaux
Shalako,Western,Brigitte Bardot,Jonathan Mangum,Angela Jones
Incident at Loch Ness,Adventure,Zak Penn,Cesar Romero,Burt Ward
The Dog Lover,Drama,Lea Thompson,Jason Flemyng,Dexter Fletcher
Girl House,Horror,Camren Bicondova,Bruce McGill,Ned Beatty
The Blue Room,Crime,Mathieu Amalric,Michael Douglas,
House at the End of the Drive,Horror,Jessica Szohr,Paprika Steen,Trine Dyrholm
Batman: The Movie,Adventure,Burgess Meredith,Debi Mazar,Carol Kane
"Lock, Stock and Two Smoking BarrelsÂ ",Comedy,Jason Statham,Kieu Chinh,Cat Ly
The Ballad of Gregorio Cortez,Western,Barry Corbin,Karen Allen,Peter Coyote
The Streets of San FranciscoÂ             ,Action,Karl Malden,Thure Lindhardt,Georgina Reilly
The Celebration,Drama,Ulrich Thomsen,Miko Hughes,Carrie Preston
Trees Lounge,Comedy,Steve Buscemi,Tucker Smallwood,Kristen Cloke
Journey from the Fall,Drama,Long Nguyen,Aziz Muradillayev,Mirlan Abdulayev
The Basket,Drama,Eric Dane,Lenore Zann,Tim Choate
Eddie: The Sleepwalking Cannibal,Comedy,Stephen McHattie,Adam Goldberg,Tony Cox
Mercury Rising,Action,Bruce Willis,Uday Chopra,Samantha McLeod
Space: Above and BeyondÂ             ,Drama,James Morrison,Bryan Callen,Matt Crabtree
Queen of the Mountains,Action,Elina Abai Kyzy,Chloe Bridges,Christopher Atkins
Def-Con 4,Action,Maury Chaykin,Joan Fontaine,George Sanders
The Hebrew Hammer,Comedy,Judy Greer,Adrienne King,Amy Steel
Neal 'N' Nikki,Comedy,Abhishek Bachchan,Jane Wyman,Frank Faylen
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Comedy,Noureen DeWulf,John Heard,Sam McMurray
Forget Me Not,Horror,Bella Thorne,Jenni Rivera,Jorge Diaz
Rebecca,Drama,Laurence Olivier,Omar Benson Miller,Anupam Kher
Friday the 13th Part 2,Horror,Betsy Palmer,Jean Peters,Will Wright
The Lost Weekend,Drama,Ray Milland,Walter Pidgeon,Barry Fitzgerald
C.H.U.D.,Horror,Daniel Stern,Riley Keough,Paul Sparks
Filly Brown,Drama,Noel Gugliemi,Elvis Nolasco,Felicia Pearson
The Lion of Judah,Animation,Vic Mignogna,Laura San Giacomo,Steven Brill
Niagara,Crime,Joseph Cotten,Monica Potter,Shawnee Smith
How Green Was My Valley,Drama,Roddy McDowall,Daniel von Bargen,Jay Chandrasekhar
The Girlfriend ExperienceÂ             ,Drama,Mary Lynn Rajskub,Harry Lennix,Ben Youcef
Da Sweet Blood of Jesus,Comedy,Rami Malek,Vera Wilson,JosÃ© Manuel Orozco Angulo
"Sex, Lies, and VideotapeÂ ",Drama,Peter Gallagher,Jon Hamm,Juan Riedinger
Saw,Horror,Michael Emerson,Randeep Hooda,Lillete Dubey
Super Troopers,Comedy,Geoffrey Arend,Rory Culkin,Gaby Hoffmann
The Algerian,Action,Zuhair Haddad,John Forsythe,Royal Dano
The Amazing Catfish,Comedy,Ximena Ayala,Morgan Freeman,Dorian Missick
The Day the Earth Stood Still,Drama,Keanu Reeves,Clea DuVall,Eddie Cibrian
Monsoon Wedding,Comedy,Naseeruddin Shah,Drew Waters,Scott Elrod
You Can Count on Me,Drama,Matthew Broderick,Steve Buscemi,Chris Penn
The Trouble with Harry,Comedy,Jerry Mathers,Nigel Bruce,Gale Sondergaard
Lucky Number Slevin,Crime,Bruce Willis,Luigi Pistilli,Enzo Petito
But I'm a Cheerleader,Comedy,Natasha Lyonne,Regina CasÃ©,Luis Miranda
Home Run,Drama,Vivica A. Fox,Marshall Allman,Eric Lange
Reservoir Dogs,Crime,Quentin Tarantino,Coyote Shivers,ZoÃ« Poledouris
The Blue Bird,Drama,Spring Byington,,
"The Good, the Bad and the UglyÂ ",Western,Clint Eastwood,Sarah Silverman,Jonathan Winters
The Second Mother,Comedy,Alex Huszar,Johnny Amaro,Yassine Azzouz
Blue Like Jazz,Comedy,Jason Marsden,Antonio ArruÃ©,Juan Carlos Montoya
Down and Out with the Dolls,Comedy,Lemmy,Scott Adsit,Jim Cody Williams
"Pink Ribbons, Inc.Â ",Documentary,,Denise Boutte,Vanessa Lee Chester
Certifiably Jonathan,Comedy,Robin Williams,David Niven,Spring Byington
Q,Drama,DÃ©borah RÃ©vy,Kristin Booth,Michael Eisner
The Knife of Don Juan,Comedy,Nataniel SÃ¡nchez,Victor Zinck Jr.,Chelsey Reist
Grand Theft Parsons,Adventure,Marley Shelton,Jacob Vargas,Brittney Powell
Extreme Movie,Comedy,Rich Ceraulo,Cleavon Little,Calvin Lockhart
The Charge of the Light Brigade,Action,Errol Flynn,Sabrina Carmichael,Patrick Muldoon
Below Zero,Thriller,Michael Berryman,Deirdre Lorenz,Dustin Diamond
Crowsnest,Action,Christie Burke,Dane Cook,Vanessa Lengies
Airborne,Adventure,Alanna Ubach,Gary Stretch,George Newton
Cotton Comes to Harlem,Action,Redd Foxx,John Jarratt,Lucy Fry
The Wicked Within,Horror,William McNamara,Clu Gulager,Susan Tyrrell
Bleeding Hearts,Horror,Seregon O'Dassey,,
Waiting...,Comedy,Ryan Reynolds,CindyMarie Small,Brent Neale
Dead Man's Shoes,Crime,Paddy Considine,Frank Rautenbach,Jeanne Neilson
Wolf CreekÂ             ,Drama,Richard Cawthorne,Marilyn Norry,Eva Bourne
From a Whisper to a Scream,Action,Terry Kiser,Yayan Ruhian,Donny Alamsyah
Sex with Strangers,Documentary,,Vernon Wells,Matthew R. Anderson
Dracula: Pages from a Virgin's Diary,Comedy,Sarah Murphy-Dyson,Anella Vastola,Joe Marino
Faith Like Potatoes,Drama,Sean Cameron Michael,Claude Rains,Conrad Veidt
Beyond the Black Rainbow,Sci-Fi,Chris Gauthier,Rosie Traynor,Martin Sharpe
The Raid: Redemption,Action,Iko Uwais,Shazahn Padamsee,Gauhar Khan
The Dead Undead,Action,Johnny Pacar,Ron Rifkin,Jesse Vint
The Vatican Exorcisms,Horror,Piero MaggiÃ_,Burgess Meredith,Carl Weathers
Casablanca,Drama,Humphrey Bogart,Brady Corbet,Gitte Witt
Lake Mungo,Drama,Talia Zucker,Hal Holbrook,Janet Leigh
Rocket Singh: Salesman of the Year,Comedy,Ranbir Kapoor,Susannah York,Hugh Griffith
Silent Running,Drama,Bruce Dern,Renee Olstead,Heather Sossaman
Rocky,Drama,Sylvester Stallone,Albert Brooks,Peter Boyle
The Sleepwalker,Drama,Christopher Abbott,Robert Picardo,Dee Wallace
The Fog,Fantasy,Jamie Lee Curtis,Jack Lord,Lois Maxwell
Tom Jones,Adventure,Albert Finney,Ingrid BolsÃ¸ Berdal,Jonathan Sadowski
Unfriended,Horror,Shelley Hennig,Ashley Laurence,Clare Higgins
Taxi Driver,Crime,Robert De Niro,Robin Givens,Maria Canals-Barrera
The Howling,Horror,Patrick Macnee,Gary Cole,Lindy Booth
Dr. No,Action,Ursula Andress,Naomi Nishida,Sakae Kimura
Chernobyl Diaries,Horror,Jesse McCartney,Mike Vogel,John Doman
Hellraiser,Fantasy,Andrew Robinson,Felicity Huffman,Paul Borghese
God's Not Dead 2,Drama,Benjamin A. Onyango,Claudiu Trandafir,Brian Johnson
Cry_Wolf,Drama,Julian Morris,Cynthia Myers,Harrison Page
Godzilla 2000,Action,Hiroshi Abe,Neville Brand,Debra Paget
Blue Valentine,Drama,Ryan Gosling,Al Gore,
Transamerica,Adventure,Kevin Zegers,Richard Jaeckel,Forrest Tucker
The Devil Inside,Horror,Fernanda Andrade,Keith Richards,Albert Maysles
Beyond the Valley of the Dolls,Comedy,Charles Napier,Richard Burgi,Magda Apanowicz
Love Me Tender,Drama,James Drury,Alex Lawther,Niamh Cusack
An Inconvenient Truth,Documentary,Billy West,Adam Arkin,Rhea Perlman
Sands of Iwo Jima,Action,James Brown,Eric Schlosser,Barbara Kowalcyk
Shine a Light,Biography,Mick Jagger,Robert Amaya,Jason Burkey
The Green Inferno,Adventure,Daryl Sabara,Callie Thorne,Holland Taylor
Departure,Drama,Juliet Stevenson,Jennifer Garner,Rainn Wilson
The Sessions,Biography,W. Earl Brown,Boyd Holbrook,Kathleen Rose Perkins
"Food, Inc.Â ",Documentary,Michael Pollan,Julia Garner,Brady Corbet
October Baby,Drama,Rachel Hendrix,Jenny Slate,Jake Lacy
Next Stop Wonderland,Comedy,Philip Seymour Hoffman,Michael O'Keefe,Misty Upham
Juno,Comedy,J.K. Simmons,Lou Adler,Merry Clayton
The Skeleton Twins,Comedy,Ty Burrell,Natasha Gregson Wagner,Angel David
Martha Marcy May Marlene,Drama,Christopher Abbott,Anne Heche,Vincent Pastore
Obvious Child,Comedy,Gaby Hoffmann,Mark Addy,Lesley Sharp
Frozen River,Crime,Charlie McDermott,Phyllis Diller,Colette Divine
20 Feet from Stardom,Documentary,Sheryl Crow,Nia Long,Mary McCormack
Two Girls and a Guy,Comedy,Robert Downey Jr.,Ossie Davis,Ella Joyce
Walking and Talking,Comedy,Kevin Corrigan,Dylan Minnette,Ken Marino
The Full Monty,Comedy,Tom Wilkinson,Saul Williams,Bonz Malone
Who Killed the Electric Car?,Documentary,Ed Begley Jr.,Frank Gerrish,Rick Macy
The Broken Hearts Club: A Romantic Comedy,Comedy,Justin Theroux,Manoj Bajpayee,Jaya Bhaduri
Bubba Ho-Tep,Comedy,Daniel Roebuck,Sid Caesar,Dom DeLuise
Goosebumps,Adventure,Odeya Rush,Dian Bachar,Matt Stone
Slam,Drama,Sonja Sohn,Paul Schneider,Shea Whigham
Brigham City,Crime,Wilford Brimley,Cathy Moriarty,Kathryn Erbe
Fiza,Drama,Karisma Kapoor,Agnes Bruckner,A.J. Buckley
History of the World: Part I,Comedy,Madeline Kahn,Lupe Ontiveros,Robert Beltran
Orgazmo,Comedy,Trey Parker,Nat Wolff,Olivia Crocicchia
All the Real Girls,Drama,Zooey Deschanel,Scandar Copti,Ranin Karim
Dream with the Fishes,Comedy,David Arquette,Patrick Fugit,Chase Ellison
Blue Car,Drama,Frances Fisher,Cara Seymour,Venida Evans
Luminarias,Comedy,Cheech Marin,Elden Henson,Kathleen Quinlan
Palo Alto,Drama,James Franco,AJ Michalka,Tom McCarthy
Ajami,Crime,Shahir Kabaha,Herman Koto,Syamsul Arifin
Wristcutters: A Love Story,Comedy,Leslie Bibb,George W. Bush,Greg D'Agostino
I Origins,Drama,Steven Yeun,Marv Albert,Ahmet Ertegun
The Battle of Shaker Heights,Comedy,Shiri Appleby,Rufus Graham,Aasheekaa Bathija
The Lovely Bones,Drama,Michael Imperioli,Fisher Stevens,Melissa Gilbert
The Act of Killing,Biography,Anwar Congo,Tom Hamann,Anthony Powell
Taxi to the Dark Side,Crime,Alex Gibney,Brian Whitaker,Jason Bateman
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Documentary,PelÃ©,Randy Wayne,Raquel Elizabeth Ames
Guiana 1838,Drama,Kumar Gaurav,Anil Kapoor,Sunil Shetty
Lisa Picard Is Famous,Comedy,Mira Sorvino,Greta Gerwig,Dee Wallace
Antarctica: A Year on Ice,Adventure,Josh Swanson,Clayne Crawford,Nathaniel Parker
A Lego Brickumentary,Documentary,G.W. Krauss,Michael Lerner,Josh Pais
Hardflip,Action,Matthew Ziff,Patsy Kensit,Adrienne Frantz
Chocolate: Deep Dark Secrets,Thriller,Emraan Hashmi,Louis Mustillo,James Lorinz
The House of the Devil,Horror,Lena Dunham,James Gunn,Jamie Kennedy
The Perfect Host,Comedy,David Hyde Pierce,Emily Baldoni,Hallee Hirsh
Safe Men,Comedy,Harvey Fierstein,Ana Claudia TalancÃ_n,Jonathon Trent
Speedway Junky,Crime,Patrick Renna,Alexia Rasmussen,Meredith Hagner
The Last Big Thing,Comedy,Yul Vazquez,Paul Blackthorne,Ian Bohen
The Specials,Action,Judy Greer,Jamie Kennedy,Veronica Cartwright
16 to Life,Comedy,Will Rothhaar,Vanilla Ice,Jennifer Sky
Alone with Her,Crime,Jordana Spiro,Mariel Hemingway,Jesse Hutch
Creative Control,Drama,Nora Zehetner,Frank Whaley,Heather Bucha
Special,Comedy,Michael Rapaport,Andrea Vergara,Gabriel Reyes
Sparkler,Comedy,Frances Bay,Ayesha Omar,Javed Sheikh
The Helix... Loaded,Action,Scott Levy,Kevin McCarthy,Laura Breckenridge
In Her Line of Fire,Action,David Keith,Matt Walsh,Amy Sedaris
The Jimmy Show,Comedy,Lynn Cohen,A.J. Buckley,James Eckhouse
Heli,Crime,Kenny Johnston,Lauren C. Mayhew,Alicia Ziegler
Karachi se Lahore,Comedy,Rasheed Naz,Eddie Albert,Louise Sorel
Loving Annabelle,Drama,Ilene Graff,Ossie Davis,Janet Hubert
Hits,Comedy,Jason Ritter,ChloÃ« Grace Moretz,Bokeem Woodbine
Jimmy and Judy,Crime,Nicole Randall Johnson,Barbara Hershey,Diane Venora
Frat Party,Comedy,Randy Wayne,Janette Armand,Kevin Hamedani
The Party's Over,Drama,Oliver Reed,Shanley Caswell,Tim Abell
Proud,Drama,Aidan Quinn,GermÃ¡n Alcarazu,Joseba Ugalde
The Poker House,Drama,Jennifer Lawrence,Marlene Forte,Reg E. Cathey
Childless,Drama,Joe Mantegna,Sticky Fingaz,Chrystee Pharris
ZMD: Zombies of Mass Destruction,Comedy,Russell Hodgkinson,Tom Berenger,Randy Jay Burrell
Snow White: A Deadly Summer,Horror,Maureen McCormick,Anslem Richardson,Jay Paulson
Hidden Away,Drama,ÃÅlex Angulo,Alexander Vlahos,Jennie Jacques
My Last Day Without You,Comedy,Nicole Beharie,Pierre Dulat,Summer Napoles
Steppin: The Movie,Comedy,Wesley Jonathan,Chloe Rose,Kristian Bruun
Doc Holliday's Revenge,Western,William McNamara,Kevin Gage,Fiona Dourif
Black Rock,Horror,Katie Aselton,Shona Kay,Jarrod Phillips
Truth or Die,Horror,David Oakes,Luke Perry,Leonor Varela
The Pet,Drama,Magi Avila,Spencer Wilding,Tuppence Middleton
Bang Bang Baby,Drama,Boyd Banks,Dick Van Patten,Claire Bloom
Fear Clinic,Horror,Angelina Armani,Katia Winter,Michael McMillian
Zombie Hunter,Action,Jason K. Wixom,David DeLuise,Bruno Campos
A Fine Step,Drama,Justin Baldoni,Gia Mantegna,Cathryn de Prume
Trance,Crime,Rosario Dawson,Mike Colter,Eartha Kitt
Charly,Drama,Cliff Robertson,Robert Kennedy Jr.,Eve Ensler
Banshee Chapter,Horror,Monique Candelaria,Karl Malden,Rod Steiger
JesseÂ             ,Comedy,Eric Lloyd,Geoff Stults,Kristen Johnston
Ask Me Anything,Drama,Kimberly Williams-Paisley,Vlad Ivanov,Alexandru Potocean
And Then Came Love,Comedy,Vanessa Williams,Brian Dorton,Jan Cornet
Food Chains,Documentary,Alma Martinez,G.J. Echternkamp,Patrick Wilson
On the Waterfront,Crime,Marlon Brando,David Gallagher,Edie Falco
L!fe Happens,Comedy,Justin Kirk,Reza Sixo Safai,Sina Amedson
"4 Months, 3 Weeks and 2 DaysÂ ",Drama,Anamaria Marinca,Melonie Diaz,Ariana Neal
The Horror Network Vol. 1,Horror,Javier Botet,Michael Angarano,Alia Shawkat
Hard Candy,Crime,Odessa Rae,Donnie Dunagan,Ann Gillis
The Quiet,Drama,Katy Mixon,Rian Bishop,Adam Carolla
Circumstance,Drama,Sarah Kazemy,Harold Perrineau,Nadine Velazquez
Fruitvale Station,Biography,Ahna O'Reilly,Rob McElhenney,Jacqueline Bisset
The Brass Teapot,Comedy,Jack McBrayer,Christophe Cherki,Teddy Doloir
Bambi,Animation,Sam Edwards,Ruby Dee,Quinton Aaron
The Hammer,Comedy,John Enos III,Ari Graynor,Nia Vardalos
Snitch,Action,Dwayne Johnson,Janel Parrish,Rob Huebel
Latter Days,Comedy,Joseph Gordon-Levitt,D. David Morin,Hal Linden
Elza,Drama,Stana Roumillac,Johnny Harris,Georgia Groome
1982,Drama,Bokeem Woodbine,Christopher Berry,Michelle Tabora
"For a Good Time, Call...Â ",Comedy,James Wolk,Samaire Armstrong,Matt Cohen
Celeste & Jesse Forever,Comedy,Ari Graynor,Leila Hatami,Peyman Moaadi
Time Changer,Drama,Gavin MacLeod,Stephen McCole,Joe Cassidy
London to Brighton,Crime,Lorraine Stanley,Ken Leung,Christina Vidal
American Hero,Action,Eddie Griffin,Todd Field,Dorothy Lyman
Windsor Drive,Mystery,Tommy O'Reilly,Melonie Diaz,Judy Marte
A Separation,Drama,Shahab Hosseini,Francis Lederer,Fritz Kortner
Crying with Laughter,Thriller,Jo Hartley,Melora Walters,Diane Baker
Welcome to the Dollhouse,Comedy,Heather Matarazzo,Hilda Bernard,Claudia LapacÃ_
Ruby in Paradise,Drama,Allison Dean,Kathryn Morris,Timothy Hutton
Raising Victor Vargas,Drama,Victor Rasuk,Tom Guiry,Ryan Donowho
Pandora's Box,Crime,Louise Brooks,Eion Bailey,Arly Jover
Harrison Montgomery,Drama,Martin Landau,Kurt Angle,Cherami Leigh
Live-In Maid,Drama,Norma Aleandro,Stig Frode Henriksen,Ane Dahl Torp
Deterrence,Drama,Kevin Pollak,Larry Bagby,Kirby Heyborne
The Mudge Boy,Crime,Zachary Knighton,Alan Pietruszewski,Whit Spurgeon
The Young Unknowns,Drama,Leslie Bibb,Ron Howard,Mackenzie Phillips
Not Cool,Comedy,Shane Dawson,Katy Helvenston-Wettengal,Donna Zovko
Dead Snow,Comedy,BjÃ¸rn Sundquist,Fred Armisen,Chris Kattan
Saints and Soldiers,Action,Corbin Allred,Mark Duplass,Jeff Garlin
Vessel,Horror,Taylor Pigeon,Larry King,Jeanette Branch
American Graffiti,Comedy,Harrison Ford,Ben Crompton,Neil Maskell
Iraq for Sale: The War Profiteers,Documentary,Scott Helvenston,Jake Ryan,Pat Healy
Aqua Teen Hunger Force Colon Movie Film for Theaters,Action,Tina Fey,Atticus Shaffer,Rachel Brosnahan
Safety Not Guaranteed,Comedy,Mary Lynn Rajskub,Stefania Sandrelli,Dominique Sanda
Kevin Hart: Laugh at My Pain,Comedy,Isaac C. Singleton Jr.,Christel Khalil,Renee Faia
Kill List,Crime,MyAnna Buring,Nichola Burley,Tom Burke
